Text,Parsed
ooks ready to make new highs. 9&20 SMAs are both rising w S trading above them. Breakout over 6.22  ,"[['ooks', 'PERSON'], ['9&20', 'CARDINAL'], ['6.22', 'CARDINAL']]"
With strong cash position/margins improving/ 0 debt & new devices being launched BBY is definitely a takeover candidate CSCO AMZN INTC,"[['0', 'CARDINAL'], ['BBY', 'ORG'], ['CSCO', 'ORG']]"
"My Fox Business appearance yesterday.  Still bullish NFX, GMC, CST.   ","[['Fox Business', 'ORG'], ['yesterday', 'DATE'], ['NFX', 'ORG'], ['GMC', 'ORG']]"
KWK This deal gives Quicksilver ample liquidity for expanded production going into 2H 2013 & early 2014.This is a 4-5 stock trading ~ 2,"[['Quicksilver', 'PRODUCT'], ['2013', 'DATE'], ['early 2014.This', 'TIME'], ['4', 'CARDINAL'], ['2', 'CARDINAL']]"
VNG let this V run up next week to the mid 4's or higher. I will sell & jump back in when falls the next few weeks. Been in this too,"[['VNG', 'ORG'], ['next week', 'DATE'], [""the mid 4's"", 'DATE'], ['the next few weeks', 'DATE']]"
Identified this topping pattern wks ago(  )  Here is the AAP / GOOG  update  ,"[['wks ago', 'ORG'], ['AAP', 'ORG']]"
Next week a nice pull back to 438 on AAP and 787 on GOOG could really set the QQQ up for it's run over 70.,"[['Next week', 'DATE'], ['438', 'CARDINAL'], ['AAP', 'ORG'], ['787', 'CARDINAL'], ['GOOG', 'ORG'], ['70', 'DATE']]"
SBX As long as the 50EMA holds on a closing basis at 55.89 I remain bullish.   ,"[['SBX', 'PERSON'], ['50EMA', 'CARDINAL'], ['55.89', 'CARDINAL']]"
MSFT broke out of a major resistance Thursday and may be headed higher from here.  ,"[['Thursday', 'DATE']]"
INTC ooks ready to move higher from here. Buy point is at 22.02 (200EMA). Bullish setup.  ,"[['INTC ooks', 'PERSON'], ['22.02', 'CARDINAL']]"
QCOM could test the recent highs if it breaks resistance at 67.2 on strong volume  ,"[['QCOM', 'ORG'], ['67.2', 'CARDINAL']]"
STZ Nice Bullish flag. Buy point is as the stock breaks over 47.82  ,"[['STZ Nice', 'ORG'], ['over 47.82', 'CARDINAL']]"
PM best setup if market can hold 100 roll  ,"[['100', 'CARDINAL']]"
"VOCS example on 5min, using COSE below 20ema NOT low for your stop, not traded but good for +.15  ","[['5min', 'CARDINAL'], ['COSE', 'ORG'], ['20ema', 'CARDINAL']]"
Food Sector as always doing extremely well: PZZA DPZ JACK MCD CAKE,"[['Food Sector', 'ORG'], ['DPZ JACK MCD', 'PERSON']]"
"Judging from past 3yrs, expecting 10-k to be snuck in tonight or on Monday for JOSB. The suspense is killing me.","[['3yrs', 'CARDINAL'], ['10', 'CARDINAL'], ['tonight', 'TIME'], ['Monday', 'DATE']]"
How much did ZAGG pay Matt Barkley for this BS interview/endorsement????  via user,"[['Matt Barkley', 'PERSON'], ['BS', 'ORG']]"
"AMZN to buy book focused social network Goodreads (16M users, 23M reviews, 30K book clubs) for est 150M","[['AMZN', 'ORG'], ['16', 'CARDINAL'], ['23', 'CARDINAL'], ['30', 'CARDINAL'], ['150', 'CARDINAL']]"
JCP actually looks decent with stop under recent low and possible retest of resist line  ,"[['JCP', 'ORG']]"
Sizemore on Fox: Cashing in on the Echo Boomers - Sizemore Insights  ABT MJN BBBY KMB,"[['Sizemore', 'PERSON'], ['ABT MJN', 'PERSON']]"
"Groupon evisited: New Mission, New eporting Issues ? Grumpy Old Accountants GPN  ","[['Grumpy Old Accountants', 'PERSON'], ['GPN', 'PERSON']]"
"ANIK long 14.59 / .61, nice consolidation period, waiting for its day, past resist 15.27, 15.52  ","[['ANIK', 'ORG'], ['14.59', 'CARDINAL'], ['its day', 'DATE'], ['15.27', 'CARDINAL'], ['15.52', 'CARDINAL']]"
 - any day now. When it gets below 61.60.   ,"[['61.60', 'CARDINAL']]"
JPM - not looking pretty here.   ,"[['JPM', 'ORG']]"
 Weekly.Barely hanging onto double support area.Possible break this week after last week's rest  ,"[[""this week after last week's"", 'DATE']]"
"All things gambling looking pretty good here with March Madness, MGM VS WYNN","[['March', 'DATE'], ['Madness', 'PRODUCT'], ['MGM VS WYNN', 'ORG']]"
IBM - above 215.90 there are some clear blue skies.... Also big part of DJIA making news highs.  ,"[['IBM', 'ORG'], ['215.90', 'CARDINAL']]"
"JOSB 50% off on almost everything. Funny, they cited increased promotions as a big reason why gross margins were down...","[['JOSB', 'PERSON'], ['50%', 'PERCENT']]"
BCM Attempt #4!! hopefully it will make it this time!!CNBC/Analysts or some catalyst will help!!  ,"[['BCM', 'ORG'], ['#4', 'MONEY']]"
ADSK daily lined watching this one over 41.60 might continue   ,"[['ADSK', 'ORG'], ['daily', 'DATE'], ['one', 'CARDINAL'], ['41.60', 'DATE']]"
BODY breakout on weekly over 20 and resistance trend line h/t user  ,"[['weekly', 'DATE'], ['20', 'DATE']]"
DE considering buying some put options...,"[['DE', 'ORG']]"
Happy Easter! SHOT Setups: CS ISG CF AN NKD OW MOH MTZ BI  ,"[['SHOT Setups', 'ORG'], ['CS ISG', 'ORG'], ['NKD', 'ORG'], ['MTZ BI', 'ORG']]"
CAT may try to jump on the boat with some Put options here as well...,"[['CAT', 'ORG']]"
JCC this will turn and be the darling agian up very big - I am OADING up down here - mark my words 1.75 - will re share at 2.15++ target,"[['1.75', 'CARDINAL'], ['2.15++', 'CARDINAL']]"
"If AAP goes to over 451, I will go short. Still weak stock.","[['AAP', 'ORG'], ['451', 'CARDINAL']]"
MMM looks ready to break out. ooking to go long on minor weakness (105.50).  ,"[['MMM', 'ORG'], ['105.50', 'CARDINAL']]"
AMZN - Closed over volume support inside of the descending channel and tested 50% retrace.  ,"[['50%', 'PERCENT']]"
BBT coiled up after finding support at 50/200 sma's after stress test results.  eports on 4/18  ,"[['50/200', 'CARDINAL'], ['4/18', 'CARDINAL']]"
"JCP In oscillating range, oscillators say over-sold, bounced on volume at pivot point, contracted B-Bands, i see a test of 16.50.","[['JCP', 'ORG'], ['B-Bands', 'ORG'], ['16.50', 'CARDINAL']]"
"U.S. crude prices are on track to hit a new 18-year low Friday, putting the energy market on course for another bruâ€¦ https://t.co/SYdekYg2aD","[['U.S.', 'GPE'], ['18-year', 'DATE'], ['Friday', 'DATE'], ['bruâ€', 'ORG']]"
Megabanks enjoy certain advantages in this weeks markets which the oil patch definitely doesnâ€™t. https://t.co/jui3VoKr7Y,"[['Megabanks', 'PERSON'], ['this weeks', 'DATE'], ['™t. https://t.co/jui3VoKr7Y', 'ORG']]"
"Heard on the Street: U.S. stock bulls should take a careful look at China, where the post-coronavirus rebound has bâ€¦ https://t.co/Ct9zPe4ZGG","[['U.S.', 'GPE'], ['China', 'GPE']]"
Chinaâ€™s burgeoning market for bonds backed by mortgages and car loans is facing its first major test https://t.co/ywHrzgBm6r,"[['™', 'ORG'], ['first', 'ORDINAL']]"
Selling your home to a computer was supposed to be the future. But that was before the coronavirus pandemic. https://t.co/3EK1wJSvFs,"[['https://t.co/3EK1wJSvFs', 'ORG']]"
A surge of Saudi crude is expected to worsen a U.S. supply glut as drillers and refiners cut output and storage spaâ€¦ https://t.co/44Ndex9Qpz,"[['Saudi', 'NORP'], ['U.S.', 'GPE']]"
"RT @JChengWSJ: Coronavirus is making U.S.-China decoupling more likely, U.S. companies in China say, disrupting supply chains and strainingâ€¦","[['U.S.-China', 'GPE'], ['U.S.', 'GPE'], ['China', 'GPE']]"
RT @kosakunarioka: Indiaâ€™s RBI Takes Additional Steps to Support Economy https://t.co/XKnJ8zW5yz via @WSJ,"[['RT @kosakunarioka', 'PERSON'], ['Indiaâ€™s', 'ORG'], ['RBI Takes Additional Steps to Support Economy https://t.co/XKnJ8zW5yz', 'ORG']]"
RT @joannechiuhk: Markets power ahead even as statistics showed Chinaâ€™s economy contracted 6.8% from a year earlier in the first quarter htâ€¦,"[['™', 'ORG'], ['6.8%', 'PERCENT'], ['a year earlier', 'DATE'], ['the first quarter', 'DATE']]"
"RT @JChengWSJ: @QiLiyan @TByGraceZhu Update: China's official first-quarter GDP was -6.8% from last year, the first decline since records bâ€¦","[['China', 'GPE'], ['first-quarter', 'DATE'], ['last year', 'DATE'], ['first', 'ORDINAL']]"
"Chinaâ€™s restrictions strand face masks, coronavirus test kits and other critical products bound for the U.S., Stateâ€¦ https://t.co/2jAdokQBJj","[['™', 'ORG'], ['U.S.', 'GPE']]"
Shoemakers churning out masks. Auto giants manufacturing ventilators. This is how the private sector goes to battleâ€¦ https://t.co/0OBG94I1yC,[]
"The Daily Shot: U.S. Crude Oil Trading Below $20, Near 18-Year Lows https://t.co/UBEtSOlk18","[['20', 'MONEY'], ['18-Year', 'DATE']]"
"Another 5.2 million Americans filed for unemployment benefits last week, bringing the total seeking aid in a monthâ€¦ https://t.co/Aw9VhuWFUk","[['5.2 million', 'CARDINAL'], ['Americans', 'NORP'], ['last week', 'DATE']]"
Google will be â€œrecalibratingâ€ its focus and pace of investments in areas like data centers and machinesâ€”the componâ€¦ https://t.co/rl7UUQfOhg,"[['Google', 'ORG'], ['â€œrecalibratingâ€\x9d', 'PRODUCT']]"
Another week of very high jobless claims means that Aprilâ€™s U.S. unemployment report could touch levels not seen inâ€¦ https://t.co/VGcKC94O9c,"[['Another week', 'DATE'], ['U.S.', 'GPE']]"
"Abbott Laboratories has what it takes to ride out the coronavirus crisis, not just because it happens to make threeâ€¦ https://t.co/buR8yptRsU","[['Abbott Laboratories', 'ORG'], ['threeâ€', 'PRODUCT']]"
"The White House has a low opinion of the World Health Organization, but restricting alcohol sales is an idea that dâ€¦ https://t.co/gstcKFnLN9","[['The White House', 'ORG'], ['the World Health Organization', 'ORG'], ['dâ€', 'NORP']]"
"France, Belgium, Greece, Austria and Spain are among countries whose regulators have barred bets on stocks slidingâ€¦ https://t.co/POWpZjLAaN","[['France', 'GPE'], ['Belgium', 'GPE'], ['Greece', 'GPE'], ['Austria', 'GPE'], ['Spain', 'GPE']]"
Debate over when to reopen the economy has left the impression that economists are at odds against epidemiologistsâ€”â€¦ https://t.co/a0nEveBVqW,[]
"RT @brian_mcgill: Where the $250 billion small business loans went, per 1,000 small businesses
https://t.co/jNuBmekelQ https://t.co/fk8gYOdâ€¦","[['RT @brian_mcgill', 'PERSON'], ['$250 billion', 'MONEY'], ['1,000', 'CARDINAL']]"
The forces fueling 2020â€™s oil bust https://t.co/28JP5GfWLR,"[['2020â€', 'CARDINAL'], ['™s', 'ORG']]"
"Global oil demand will drop by 6.8 million barrels a day in 2020, with the sharpest contraction coming in April amiâ€¦ https://t.co/uqvTCl0bqm","[['6.8 million barrels', 'QUANTITY'], ['2020', 'DATE'], ['April', 'DATE']]"
Canadian bankers expect a bond boom https://t.co/YR90HrnovU,"[['Canadian', 'NORP']]"
RT @Birdyword: South Korean election results could revive efforts to wrestle control of major companies from the families that have controlâ€¦,"[['South Korean', 'NORP'], ['controlâ€', 'ORG']]"
RT @bysarahkrouse: Story on Verizon's purchase of conferencing platform BlueJeans here: https://t.co/CfZo9K1Zoa,"[['RT @bysarahkrouse', 'PERSON'], ['Verizon', 'ORG'], ['BlueJeans', 'PRODUCT']]"
Heard on the Street: Digital business models and health care are places to hide in a pandemic-induced recession. Euâ€¦ https://t.co/ijgQm4OFZS,[]
"Officials expect another surge as applications processed for newly-eligible gig-economy workers, self-employed https://t.co/FZZRxqmYl4",[]
RT @AmrithRamkumar: A big disconnectâ€”Stocks have rebounded even with investors hoarding gold and large swaths of the economy still frozen:â€¦,[]
"Heard on the Street: Investors are betting on IACâ€™s remodel, but just how quickly can the whole thing be fixed? https://t.co/COJsGVy9pH","[['IACâ€™s', 'ORG']]"
"RT @lizrhoffman: Morgan Stanley profits down 30%, the least bad of big banks. But warns it might not meet those financial targets that itsâ€¦","[['RT @lizrhoffman', 'ORG'], ['Morgan Stanley', 'ORG'], ['30%', 'PERCENT']]"
"Morgan Stanleyâ€™s results fell just shy of projections by analysts, who had revised their estimates downward as theâ€¦ https://t.co/vGv8FsK57t","[['Morgan Stanleyâ€™s', 'ORG']]"
"Stock prices suggest a short recession with a swift rebound in corporate profits, while gains in havens signal worrâ€¦ https://t.co/yN9DOmq8J0",[]
Online banking experienced delays as the federal government began depositing stimulus payments https://t.co/LLzl7NyfdL,[]
The first major national election of the coronavirus era offers new avenues to reform Korea Inc. https://t.co/OkGnUj3AY2,"[['first', 'ORDINAL'], ['Korea Inc.', 'ORG']]"
Investors are anticipating new-home construction data and a Fed survey on manufacturing conditions https://t.co/KeFDcsHLTG,"[['Fed', 'ORG'], ['https://t.co/KeFDcsHLTG', 'ORG']]"
BlackRockâ€™s first-quarter profit fell 23% https://t.co/YLdaUS5Rbx,"[['first-quarter', 'DATE'], ['23%', 'PERCENT']]"
"RT @Birdyword: South Korea's Moon Jae-in and Japan's Shinzo Abe aren't exactly good mates. But with a parliamentary majority, Moon now hasâ€¦","[[""South Korea's"", 'GPE'], ['Moon Jae-in', 'PERSON'], ['Japan', 'GPE'], ['Shinzo Abe', 'PERSON'], ['Moon', 'PERSON']]"
RT @newley: Indian startup Oyo Hotels &amp; Homes is planning to move some employees off its payroll and onto the rolls of its biggest investorâ€¦,"[['RT @newley', 'ORG'], ['Indian', 'NORP'], ['Oyo Hotels &amp', 'ORG'], ['Homes', 'ORG']]"
RT @kosakunarioka: Philippines Central Bank Cuts Key Rates as Covid-19 Disrupts Economy https://t.co/loqglU7hZC via @WSJ,"[['RT @kosakunarioka', 'PERSON'], ['Philippines Central Bank', 'ORG']]"
"RT @joannechiuhk: Major banks declined Thursday, after a big drop overnight in U.S. Treasury yields https://t.co/9ExvSxmsdw via @WSJ","[['Thursday', 'DATE'], ['overnight', 'TIME'], ['U.S. Treasury', 'ORG']]"
"RT @greg_ip: Epidemiologists and economists aren't at odds. One measures the benefit of social distancing, the other costs. Their results sâ€¦","[['RT @greg_ip', 'PERSON'], ['One', 'CARDINAL']]"
RT @DaveCBenoit: The banking system is not built for everyone in the whole country wondering if they got a government check on the same dayâ€¦,"[['RT @DaveCBenoit', 'ORG'], ['dayâ€', 'ORG']]"
Health insurance stocks should hold up fairly well during the Covid-19 crisis. Other parts of the health system wonâ€¦ https://t.co/GqkLCYg3Ai,[]
Indian startup Oyo Hotels &amp; Homes is planning to move some employees off its payroll and onto the rolls of its biggâ€¦ https://t.co/vsCd711RHe,"[['Indian', 'NORP'], ['Oyo Hotels &amp', 'ORG'], ['Homes', 'ORG']]"
Executives at firms like Goldman Sachs and JPMorgan had to balance the opportunity for trading profits with the safâ€¦ https://t.co/WSU305BtPw,"[['Goldman Sachs', 'ORG'], ['JPMorgan', 'ORG']]"
Wall Street by the charts: the dispersion in GDP forecasts has hit a record amid economic uncertainty https://t.co/ROGJ6Vl4d7,[]
Appleâ€™s new iPhone SE offers a cheaper entry into the ecosystem that the company needs to grow. https://t.co/1uB2tpY4ng,"[['Appleâ€™s', 'ORG'], ['SE', 'ORG'], ['https://t.co/1uB2tpY4ng', 'ORG']]"
"Many of the millions of restaurant, hotel and store workers who lost jobs because of coronavirus shutdowns are enteâ€¦ https://t.co/eXaAYcplfq","[['millions', 'CARDINAL']]"
"Heard on the Street: Wall Street got a big lift from capital-markets businesses in the first quarter, helping cushiâ€¦ https://t.co/w8lQO17EPr","[['the first quarter', 'DATE']]"
"Retail sales fell 8.7% in March, the biggest month-over-month decline since the records began in 1992.https://t.co/IMsh5t8Ksh","[['8.7%', 'PERCENT'], ['March', 'DATE'], ['month-over-month', 'DATE'], ['1992.https://t.co/IMsh5t8Ksh', 'CARDINAL']]"
"Historically bad U.S. retail and industrial data for March mean April will be worse, digging a deep hole for the ecâ€¦ https://t.co/1ymzmELEyR","[['U.S.', 'GPE'], ['March', 'DATE'], ['April', 'DATE'], ['https://t.co/1ymzmELEyR', 'GPE']]"
RT @djtgallagher: A cheap iPhone still has its place for Apple - especially now. For @WSJheard - https://t.co/zvZQDMlPNW,"[['RT @djtgallagher', 'ORG'], ['Apple', 'ORG']]"
"Heard on the Street: Bailout is probably the best aid package that airline investors could hope for, but it doesnâ€™tâ€¦ https://t.co/SSXOdZWbr0","[['™', 'ORG']]"
Saudi Arabia Markets Dollar Bond to Plug Spending Gap https://t.co/Qcidt8s2lq,"[['Saudi Arabia Markets', 'ORG'], ['Plug Spending Gap', 'ORG']]"
"Occidental Petroleum, which has sought to conserve cash as oil prices plunge, opts to pay Buffettâ€™s dividend in shaâ€¦ https://t.co/PlhH0dWEoR","[['Occidental Petroleum', 'ORG']]"
"RT @ychernova: U.S. startups raised $34.2B in Q1, up 10% over Q4, per Pitchbook. But the situation changed. ""There will be a marked drop-ofâ€¦","[['RT', 'ORG'], ['U.S.', 'GPE'], ['34.2B', 'MONEY'], ['Q1', 'CARDINAL'], ['10%', 'PERCENT'], ['Q4', 'ORG'], ['Pitchbook', 'WORK_OF_ART']]"
RT @jonsindreu: The U.S. airline aid packageis probably the best that investors could hope for. But the fact that carriers will already beâ€¦,"[['RT @jonsindreu', 'PERSON'], ['U.S.', 'GPE']]"
RT @AmrithRamkumar: Just a staggering increase in oil inventories recently. @sarahtoy17 explains why the trend could push some prices belowâ€¦,"[['@sarahtoy17', 'ORG']]"
Heard on the Street: The earnings hit for S&amp;P 500 companies will likely be much bigger than they are guessing https://t.co/Wesotl6Rwc,"[['500', 'CARDINAL'], ['https://t.co/Wesotl6Rwc', 'ORG']]"
RT @PaulPage: The 8.7% drop in U.S. retail sales in March was the largest on record.  https://t.co/y03aCdeqAG via @WSJ,"[['8.7%', 'PERCENT'], ['U.S.', 'GPE'], ['March', 'DATE']]"
"Citigroup increased its loan loss provision, money for loans it now thinks can go bad, by $4.92 billion, https://t.co/s7oVQHaFq7","[['Citigroup', 'ORG'], ['$4.92 billion', 'MONEY'], ['https://t.co/s7oVQHaFq7', 'PERSON']]"
Dollar rallies as concerns about the economic impact of the coronavirus and the lack of a global policy response fuâ€¦ https://t.co/urSIlVFS74,[]
"RT @lizrhoffman: â€œWe were on a good roll through January and February,â€ Goldman CFO Stephen Scherr tells me. â€œThen came March.â€ 

Updated wâ€¦","[['RT @lizrhoffman', 'ORG'], ['January', 'DATE'], ['February', 'DATE'], ['Goldman', 'ORG'], ['Stephen Scherr', 'PERSON'], ['â€œThen', 'PERSON'], ['March.â€\x9d \r\n\r\nUpdated wâ€', 'WORK_OF_ART']]"
RT @sarahtoy17: The coronavirus pandemic is turning oil markets upside down. https://t.co/SKuxRyyP3Y,[]
RT @jdlahart: Donâ€™t Trust the â€˜Eâ€™ in the Stock Marketâ€™s P/E Ratio - my latest https://t.co/HxtMOwshmo,"[['RT @jdlahart', 'PERSON'], ['Donâ€™t Trust', 'ORG'], ['the â€˜Eâ€™', 'PRODUCT'], ['Stock Marketâ€™s', 'ORG']]"
"RT @aosipovich: Scoop! Wall Street ""task force"" with BLK, Citadel Securities, MS and other firms eyes changes to US circuit-breaker rules aâ€¦","[['RT @aosipovich:', 'ORG'], ['BLK, Citadel Securities', 'ORG'], ['US', 'GPE']]"
Heard on the Street: Canâ€™t get your hands on a Nintendo console to play Animal Crossing: New Horizons? You could alâ€¦ https://t.co/l24tlufi8A,"[['Nintendo', 'ORG'], ['Animal Crossing:', 'PRODUCT'], ['https://t.co/l24tlufi8A', 'GPE']]"
