Text,Target,Predicted
BAC IMO 12.50 is a question of day from Now !,0,0
"AAP daily fade in motion again, people that want to be out are still at work...",1,1
Won't believe AAP uptrend is back until it crosses above MA(50),1,1
Movie theater demand should eventually recoverâ€”if the chains can survive https://t.co/kZhV0EkOtp,0,0
"Jon Stewart sums up everything dangerous, dumb, & hysterical about the Post Office  circa 2011 cc user FDX",0,0
"If I can get a nice 1-2 day move down in SWY, I am gonna go pig wild on it. Traded in and out 3 times already, but big  still waiting..",0,0
AEG Over 28.23  ,0,0
NSPH Our software initiated a purchase at 2.03/share.  We are looking for a quick 7-8% #swingtrade on this #stock.  ,0,0
PPHM 3 million shares stuck in a squeeze. Disinfo agents already appearing! user  ,0,0
The phase irrational exuberance comes to mind when thinking about the absurd valuations of these companies AMZN CM AX NFX DDD NKD,1,0
YHOO Cramer kiss of death thanks bro. Can I get a BAC and JDS Cramer nudge? user kifmonster,1,0
"CHTP nice bounce off 2, looking for followthrough here",0,0
"  We explain in the Jan 24th aapl video how not to be gaffed by the operators,...fish hooks...aapl might be great co , but broken sto",1,0
Jeff eeves and Charles Sizemore Discuss inkedIn Earnings on The Slant   NKD FB AMZN MWW,1,0
AAP ready...460 c 5.05,0,0
"Green Weekly & Monthly Triangle on ISIS,....Net Profit  75,852.90 (4.93%)   ",0,0
XCO is a gift no matter how its looked at oversold undervalued IMO prices of NG correlated with possible correction : VXX,0,0
ovti ttm ending Oct 2012 Negative 151 million operational cash flow.. 273% decline vs yoy ttm ending oct 2011,1,1
ooking to add to BJI shrt/puts today - EAT,1,1
China is FIX ing itself STDY,0,0
JPM - a whale of a trader,0,0
time to get out of the #cloud stocks VMW CM,1,1
Shorting Delta Airlines in the morning. Flying way too high for its performance - pun intended!  DA,1,1
MCP take-over chatter... (I know don't laugh...),1,0
Funny C has 8% cash and wants stock buyback but TC silent about AAP's 25% Cash,0,0
AAP holding weekly puts.,1,1
AAP Crack nder 480 !!!,1,0
"The first target for NEM below 43 is 40, but there is room for a bigger move to 28 for this value trap as long as it holds below 43",1,1
"ACI Option trader buys 20k of the Feb 7P on a hard offer vs. OI of only 1,400. Earnings are Feb 5th BMO. Could be a hedge against long stk",1,1
"#AMZN at all-time highs pre-market , aapl still plunging.  should be an interesting trading day!",0,0
Stock Crossing Above their 200 Day MA: AI NH  ,0,0
user: AAP Hedge Fund Hotel margin call switchboard blow-up tomorrow,1,1
user: HD bullish after it?s results. ong if beats 67.24. Stop loss 66.64  ,0,0
"ed Weekly Triangle on HEK,....Scaling p  ",0,0
AN taking more off,0,0
NKE bull penant?  ,0,0
user: AAP Sold because the CNBC dump is coming,1,1
V Cleared this consolidation channel today. Setting up for higher prices.  ,0,0
V above 162.87 is a buy for me...  ,0,0
HPQ bought a few March 19 lotto calls before the close... Just in case!,0,0
BAC ook  evel2 lot of selling occur from funds !,1,0
Wholesale inflation eases to 2.26% in February from 3.1% in previous month,0,0
"Big move in bonds today, 7 months high for 10 y rate, still going lower here ZN_F, could get truly ugly if good NFP number in AM SPY TT",0,0
BAC 13 is a coming!,0,0
DOV  Nov eport  Feb early release earnings next month has made major strides  CAB TA,0,0
"ed Daily Triangle on DEPO,....Open ong and Short at 6.66  ",1,1
A bet that would pay out if the stock market declined before late March has made billions for the worldâ€™s largest hâ€¦ https://t.co/GppXJn8Twr,0,0
AAP  100 week support   ,1,1
CM AVG THO AMWD  coiling for breakouts to new highs. Set buy stops slightly above the most recent highs.,0,0
AAP China news will Catch Fire this weekend just watch!,1,1
"COX hasn't moved much since this AM, but catching my eye. ight vol pullback, above res + 200-day  ",0,1
"Sensex Ends 173 Points Lower, Nifty Settles At 8,749 As Coronavirus Fears Linger
https://t.co/QGIFjWEwyH",1,1
Z Zillow from watch list over line as a continuation with volume of 40% of average full day   ,0,0
"Buyable when it reclaims 50d, easy move back to 14 F",0,1
AEG Parabolic ....  ,0,1
"V nice clean move above 160, close near here would be very bullish  ",0,0
"Cognizant Withdraws 2020 Forecast On Coronavirus Uncertainty
https://t.co/okSuLypeuh",1,1
AAP  finally --- now we can run !!,0,0
"CEG Too high, too fast.  This one is well due for a pull back here.  100.00 is key.",1,1
Coronavirus pandemic prompts Xerox to walk away from its more than $30 billion takeover bid for HP https://t.co/qEdB9KEo4J,1,1
"user So, What That Mean? for DVAX",0,0
C its about eckitt Benckiser (no ticker here?): met equal dist.tgt bearish weekly candle. down.  ,1,1
"FIO Turner Investments and Calamos Advisors purchases in the current quarter at 7.2M shares, 9.32% of it. Blackrock doubled position at 8%",0,1
Back in AAPl,0,1
"Instead of the classic M. Night Shyamalan twist, we got the recent M. Night Shyamalan disappointment AAP",1,1
"Excise On Petrol, Diesel To Go Up By Rs 8/Litre To Fund Covid-19 Fight
https://t.co/wN2oIm0nZj",1,0
ZNGA Wants to breakout. 3.76 is short-term resistance.  ,0,0
user: AAP Did I miss something? Is there an actual reason for this movement? downdraft,0,0
"Never got in SFY, but they are taking the right steps by focusing on distributing digital content and not the physical. Congrats to owners",0,1
NKT - this gets to 9.60 will go thru 10.00 on the radar watch!!!!!,0,0
"Green Weekly Triangle on HEK,...Sell Short at 3.96  ",1,1
FFIV - Worked off overbought levels quickly after testing the top side of this long term base.  Gap fill at 99.05. Ascending triangle.,0,0
AXP trying to make a move too. Getting interesting.,0,0
BAC Home SAles Out VEY GOOD !!!! :)  ,0,0
AAP Just pulled the trigger on Jan 2015 430 65 sold thursday 430's  for 4.5! in the ONG game now,0,0
"RT @JChengWSJ: For the second time in less than a month, Chinaâ€™s central bank will free up more cash for banks to lend, part of Beijing's eâ€¦",0,0
CAT FED going to buy Tractors too??? I don't think so! Should be down 4-5% today imo!,1,1
"RT @djtgallagher: WFH was going to be a very short-lived boost for PC sales, but even that didn't happen. Now,  a major recession ahead wilâ€¦",1,1
"Switzerlandâ€™s two largest banks, UBS and Credit Suisse, will pay 2019 dividends in two installments as banks acrossâ€¦ https://t.co/sVFFlrvKi5",1,1
"Indian Stocks Crash To Worst Day Since 2008 As Pandemic Fuels Growth Fears
https://t.co/IUUaVqggRI",1,1
AAP Closed my short for 1K Will short ater again till gap will be Filled -HAve a Nice Week-End to all G ! :-),1,1
GMC ICE is at 37... Short away.,1,1
"user yea, but CSN in just one in my whole portfolio, when you scale, you always can fix the cost and ending with profits",1,1
CAT DE in Free fall,1,1
"Rupee Edges Lower To 75.85 Against Dollar
https://t.co/0RsHsNXVLm",1,1
"Kept at home by the coronavirus, many Chinese fall behind on their debts https://t.co/QMNpSF4abe",1,1
user: NFX  -- I let my  wkly 100 CAS go from VEY green to ed.  Not good. But will hold them,0,0
RT @newley: Indian startup Oyo Hotels &amp; Homes is planning to move some employees off its payroll and onto the rolls of its biggest investorâ€¦,1,1
"Applications for participation in the Fedâ€™s Commercial Paper Funding Facility must be submitted by Thursday, the Neâ€¦ https://t.co/j0cSiptJDj",0,1
"ed Daily & Weekly Triangle on DEPO,...Cover Short Net Profit  24,338.00 (3.31%)  ",0,0
"XCO SD Staying patient here, not adding anything until market pulls back.  Will let my positions run if the market continues to take off",0,0
DDD - Breaks 50 day.... Stops at 50,1,1
"se pullback 2 initiate quick trades, not invest, long. Keep stops tight & sell up.  AAP EGN OCN AMH DDD NSM",0,0
GS ippin' good today,0,0
NVT at 1.73 vs. OC at 1.73 I went w/ OC vol difference today but should roll over by end of wk. OC just my opinion could be wrong,0,0
TMB suggested by a follower - poised to breakout to new highs. Buy area 64.00 on volume  ,0,0
Why can't they take AAP out of the index? It's holding everyone back! Slacker !!,1,1
Today's Watchlist for SHOT Stocks: MTG; ITMN; ANAC; OWW; DMND,1,1
"Green Weekly Triangle on KTOS,...Net Profit 1,236.00 (1.22%) gly Profit  ",0,0
HT bearish,1,1
"GOOG no traction,no vol,  3rd day lower, last option day of the month... flush?",1,0
Stock markets around the world rose on optimism that economic activity may improve resume in the near future https://t.co/iSORRoQWtL,0,0
"BBY It was interesting to hear on CNBC that there are big companies interested in this company, including Microsoft, Amazon,.. AMZN MSFT",0,1
"Sorry guys, but Netflix bulls need to hit the pause button. NFX  ",1,1
P see what happened from October to Dec that slide - well it going to happen again on this historic rise wait for the red then start shorts,1,1
"SE SHOT CECO, SM, ACI, DMND, NS, GCY, BBG, EF, TM, EOC, XCO, VCCF, PQ, AXAS, PST, P, KCG, MNTA, NAV, PAC",1,1
"Paradoxically, the Fedâ€™s success holds the key for further rallies in the price of gold https://t.co/lNHQOmqIac",0,0
user Prop_Trader user --- you have the January affect of new inflows and new money wasn't going into AAP clearly,1,1
"ed Weekly Triangle on PBY,....pdating,...more inform on:    ",0,0
"If GOOG holds up above 745 today on good volume, very bullish",0,0
A reason you donâ€™t panic with your 401(k) when stocks plunge: The Dow is up 13% from its low https://t.co/DBPMUsCOF3,0,0
"user KiwiS hello friend, did you see CSN pre-market today, untouchable situation!",1,0
all my positions did great today except AAP :o/,1,0
"DNDN breaking out 6.74, CMGO looking VEY bullish",0,0
INVN nice follow through day with great volume again.,0,0
DE anybody really expect a bid from BX especially much over the current price? Still sounds like a bunch of noise.,1,1
Joining the party. user: NKE is my only position not ripping today.  But it looks ready.  ,0,0
CEN price action looking good going into earnings tonight,0,0
YHOO short interest ratio is skewed because there are less shares outstanding since buyback imo,0,1
"Goodbye FAF, acting weak, I've never liked you anyway - NEXT",1,1
"BAC altho vol during formation not ideal, still a saucer nonetheless & possible C-n-H. Trend clear  ",0,0
added again to CST 48.84,0,0
"RT @lizrhoffman: â€œWe were on a good roll through January and February,â€ Goldman CFO Stephen Scherr tells me. â€œThen came March.â€ 

Updated wâ€¦",1,0
"Sensex, Nifty Likely To Have A Positive Opening
https://t.co/BGz6STkkhU",0,1
TJX breaking resistance today  ,0,0
"CX is a good short here at 87.30.  P/E too high, hitting upper trendline  ",1,1
COX possible breakout play   ,0,0
Distinguishing wants and needs in labeling which products are â€œessentialâ€ is tricky https://t.co/4nkl7acGsD,1,0
EVC user missyaubaby  I'm short from ytd and today.  ,1,1
"Green Weekly & Monthly Triangle on HBAN,....pdating  ",1,1
AAP close- would like to see Williams back under 80 line - SI back under 30 last time gain huge   ,0,1
DDD and SODA look interesting but will wait until after earnings release,0,0
SWY pretty lame selling SWY because WMT sold horse meat in Europe. TH SPY,0,1
"With a single tweet Thursday, President Trump accomplished what decades of wars, coups, terrorist attacks and OPECâ€¦ https://t.co/NySXLTP4uU",1,0
"FFIV - short, anybody thinking of buying this should be watching EZCH  - EZCH a supplier to comm./switch co's",1,1
Watching GS closely on today's trend-line. Has been leading SPY up AND down.,1,1
"Moody's Warns Of Downgrading Tata Motors
https://t.co/UvsiMcmoBZ",1,0
AMK a nice short below 3.99  ,1,1
VXY Buy SPW 15.75 target near term solars new squeeze zone. VXY to 0.,1,0
Should I short PXD at the open for a BearishBuck?,1,1
otten aapl   spy,1,1
ook for a breakout V MA   ,0,0
"ed Weekly Triangle on CB,....pdating  ",0,1
Check out today's Journal podcast on how corporate debt may be the next coronavirus financial crisis https://t.co/OmWrLIc6JN,1,1
"""Sebi, Stock Exchanges Have Robust Risk Management Framework"": Read Regulator's Full Statement
https://t.co/MSawOL0lw8",0,1
APA peeling some off here,0,0
"So glad I sold pay around 31,I was tempted to buy back in, now won't touch it till all dusts settle,it's in Norman's land",1,1
"CMG > keep these levels in mind: bounce to 284-288, followed by down leg to 238, a bounce to 254, and down leg to 212 / 202.",1,1
AAP will top out in April when Aston Kutcher stars in 'jOBS'.  Kinda like how Facebook did when 'Social Network' came out. FB,1,1
Bought some ZNGA  3.47. iking that it broke the 200 SMA yesterday & online gambling legalization  ,0,0
CF watch for a drop under 24.,1,1
HSNI has missed the expectations: 4Q2012 EPS diluted is 1 vs 1.04 consensus vs 1.06 whisper,1,0
All of the above: rax setting up again  spy,0,0
VMI nice head and shoulders forming just need the left shoulder now and we see this go retest 140 to 138 range,1,1
"JPM very efficient trend, love seeing these   ",0,0
"WPI - buying looks counter-trend, possible bear wedge, wont be happy if it closes 2-3 days above 50sma, will have to re-evaluate if it does",1,1
Picked up (1/3) AXP  avg of 65.52 //been really strong and stayed above  65 on the early move today,0,0
RT @ScottMAustin: This is such a shocking jobless claims chart  https://t.co/2CoZDmWcob https://t.co/05wwSY5ms7,1,0
NFX short moved targets for reversal up - not in yet S1 and MA  ,1,1
"user TSO Don't be fooled by one day moves esp. after a large drop, the trend and my stop says I'm still good.",1,1
"Out the rest at 52.30, still long 3k shares in the T account user: Out another 25% at 52.40, +1.40 EBAY",0,0
"After Lehman declared bankruptcy in 2008, a group of market-timing services recommended extensive short positions iâ€¦ https://t.co/AhzlyhnZfg",1,1
"NKD mild divergence creeping in, could arguably ease back to mid 160's, but long-term rock solid  ",0,0
I like APC short.,1,1
"RT @jonsindreu: Now is not the time for ""coronabonds:"" The ECB gives crisis-struck Southern Europe all the flexibility it needs to fight Coâ€¦",1,0
" ES, S  PAT TWO, update  ",1,0
Short Setups displaying relative weakness: AO COH PAY BWD DT SHD WTW P Prepare to short the stall. ES_F  ,1,1
