Text,Target,Predicted,Parsed
RT @davidhodari: Oil jumps on hopes for an end to the price war between Saudi Arabia and Russia and the possibility of action from the Whitâ€¦,1,1,"[('@davidhodari', 'NORP'), ('Saudi Arabia', 'GPE'), ('Russia', 'GPE')]"
VNG let this V run up next week to the mid 4's or higher. I will sell & jump back in when falls the next few weeks. Been in this too,1,1,"[('VNG', 'ORG'), ('next week', 'DATE'), (""the mid 4's"", 'DATE'), ('the next few weeks', 'DATE')]"
"India To Be Grow Fastest Among G20 Economies Amid Corona Impact: Report
https://t.co/9dIIgHE3ub",1,1,"[('India', 'GPE')]"
"WPI - inside day cracks to downside, we are already short - no add here",-1,-1,[]
NDAQ triggered pennies yesterday and continues a bit today with volume of 16% of full day   ,1,1,"[('NDAQ', 'PERSON'), ('yesterday', 'DATE'), ('today', 'DATE'), ('16%', 'PERCENT'), ('full day', 'DATE')]"
"JNP FX ong, getting in tom.",1,1,"[('JNP FX ong', 'ORG'), ('tom', 'GPE')]"
oh APC....,-1,-1,[]
I need alka seltzer to sponsor our aapl stream with all the pop and drops it gives people ...people are just way too tied to it,1,-1,[]
SHOT Setups: CF VBD TH CAT PSX DDS TV MSG OC WD  ,-1,-1,"[('SHOT Setups', 'ORG'), ('CAT PSX DDS TV', 'ORG'), ('WD', 'ORG')]"
"SWI still holding up well, yet to emerge from consolidation  ",1,1,"[('SWI', 'ORG')]"
"AAP Short Setup: A catalyst could counter (whoa, remember AAP catalysts?) but 425 tgt, 435 resis  ",-1,-1,"[('AAP', 'ORG'), ('425 tgt', 'PERSON'), ('435', 'CARDINAL')]"
AAP Who really want a broken stock ? nless you have kept over E & Being Trapped !,-1,-1,"[('E & Being', 'ORG')]"
AF - engulfing about to take out tuesday candle   ,-1,-1,"[('tuesday', 'DATE')]"
"Failure to complete the deal would be a blow to BP, which already has the highest debt levels among the major oil câ€¦ https://t.co/W9NDe5BuxE",-1,1,"[('BP', 'ORG'), ('câ€', 'PRODUCT')]"
"PETM possible leg down now, looking to cover some 61.75",-1,1,"[('some 61.75', 'CARDINAL')]"
GD SV NEM ABX AY - The Price of Gold plunges to six-month low    ,-1,-1,"[('six-month', 'DATE')]"
"The most bearish thing I have seen in a week, not good for the overall market at all JPM SPY ES_F  ",-1,-1,"[('a week', 'DATE'), ('JPM', 'ORG')]"
nwinding of the Worlds Most Widely Held Position is never pretty. STDY this AAP move and identify the next Hedge Fund Hotel.,-1,-1,"[('the Worlds Most Widely Held Position', 'EVENT'), ('STDY', 'ORG'), ('AAP', 'ORG'), ('Hedge Fund Hotel', 'ORG')]"
SWI still down small but put in context this still looks good  ,1,-1,"[('SWI', 'ORG')]"
AAP hi i'm calling from my new Samsung S4  ,1,1,"[('AAP', 'ORG'), ('Samsung', 'ORG'), ('S4', 'PRODUCT')]"
BAC I hate analyst.. They Scrap a beautiful day :(,1,-1,[]
MA a strong follow thru day after breaking out to new highs last Friday - confirmation is solid  ,1,1,"[('MA', 'ORG'), ('day', 'DATE'), ('last Friday', 'DATE')]"
Going Private is the new Going Public. DE,-1,-1,"[('Going Public', 'ORG'), ('DE', 'ORG')]"
DSCO many little bios did well last week - DSCO will have a huge day soon - it's in the history,1,1,"[('DSCO', 'PERSON'), ('last week', 'DATE'), ('DSCO', 'ORG'), ('a huge day', 'DATE')]"
GPN Inverted Head and Shoulders still in play !!   ,1,1,[]
NFX OI loading up in OTM Calls,1,1,"[('OTM Calls', 'LAW')]"
NEW POST: AMZN Is Still in the Grasp of Corrective Forces  ,-1,1,"[('AMZN', 'ORG'), ('the Grasp of Corrective Forces', 'ORG')]"
BA for a flush down,-1,-1,[]
Watching GS closely on today's trend-line. Has been leading SPY up AND down.,-1,-1,"[('GS', 'ORG'), ('today', 'DATE')]"
"AA - China's buy into AA joint venture trumps weak aluminum demand and pricing  SPX, DJIA",1,1,"[(""AA - China's"", 'ORG'), ('AA', 'ORG'), ('trumps', 'PERSON'), ('SPX', 'ORG')]"
MOT CBI on top watchlist waiting for vol MOT above .50 and CBI over 1.68 see what happens,1,1,"[('MOT CBI', 'ORG'), ('CBI', 'ORG'), ('1.68', 'CARDINAL')]"
AAP Netflix Is Overpriced but Apple Is On Sale  ,1,-1,"[('Netflix', 'ORG'), ('Apple', 'ORG')]"
user: PPHM next year right next year lol that's what they said for the last 15 years. ock them up put ES in jail and be done with,-1,-1,"[('next year', 'DATE'), ('next year', 'DATE'), ('the last 15 years', 'DATE'), ('ES', 'ORG')]"
INFI from watch list gapped to over line today on vol so far of 16% full day average   ,1,1,"[('today', 'DATE'), ('16%', 'PERCENT')]"
BAC ike I told 11.75 in AfterMrkt = Very Good Setp for Tmorrow ! :),1,1,"[('11.75', 'CARDINAL'), ('AfterMrkt', 'ORG'), ('Tmorrow', 'PERSON')]"
"ASGN made clear at outset where invalidation was and resolve got tested immediately, now in black  ",1,1,[]
Doctors and nurses are coming out of retirement to help with the coronavirus crisis even though many are in a vulneâ€¦ https://t.co/OZT9vPBd11,1,-1,"[('vulneâ€', 'ORG')]"
"NFX Q3 2012 operational cash flow  was 150,000 vs. Q3 2011 of 49 million. 99% decline q over q",-1,-1,"[('NFX', 'ORG'), ('2012', 'DATE'), ('150,000', 'CARDINAL'), ('Q3 2011', 'DATE'), ('49 million', 'CARDINAL'), ('99%', 'PERCENT')]"
"Si VFC cae bajo 145,53 , entrar cortos. Stop loss en 146,55 .",-1,1,"[('Si VFC', 'ORG'), ('bajo 145,53', 'PERSON'), ('146,55', 'CARDINAL')]"
TO triggered above 34. First target 34.55-.90,1,1,"[('34', 'CARDINAL'), ('First', 'ORDINAL'), ('34.55-.90', 'CARDINAL')]"
user CalMustang That's why we own 0.05 puts... doesn't get any cheaper than that on the risk side MCP,-1,-1,"[('CalMustang', 'ORG'), ('0.05', 'CARDINAL'), ('MCP', 'ORG')]"
user: DIS Eyes on Disney... knocking 56 door again.  ,1,1,"[('DIS', 'ORG'), ('Disney', 'ORG'), ('56', 'CARDINAL')]"
APO - Short setup off the 50DMA in a weak group. Downside 15.50 initially.  ,-1,-1,"[('50DMA', 'CARDINAL'), ('15.50', 'CARDINAL')]"
New post - I could have Peter ynch'd this stock  MD,1,1,"[('Peter', 'PERSON'), ('MD', 'ORG')]"
AAP wooooow really bad! I won't touch the apple-stock! Wild ride...,-1,-1,"[('AAP', 'ORG')]"
OMX another bricks and mortar dinosaur falling to online retailing> Details here  ,-1,-1,[]
"Sensex ends 1,375 points lower, extends losses to second day amid coronavirus crisis; Nifty slides below 8,300 #Sensex #Nifty #MarketUpdates",-1,-1,"[('1,375', 'CARDINAL'), ('second day', 'DATE'), ('8,300 #Sensex #Nifty', 'MONEY'), ('MarketUpdates', 'ORG')]"
FS daily few like the long call on this one but after chaos and mini sell we got oversold PWmo2!  ,1,1,"[('FS', 'ORG'), ('daily', 'DATE')]"
SKX Q3 operational cash flow negative 60million. 80million decline vs.Q3 2011,-1,-1,"[('SKX', 'ORG'), ('60million', 'CARDINAL'), ('80million', 'CARDINAL'), ('Q3 2011', 'DATE')]"
"CAT daily,got overbought 4 days ago and yellow owns EH not oversold either.   ",-1,-1,"[('CAT daily', 'ORG'), ('4 days ago', 'DATE'), ('EH', 'ORG')]"
FOD long 2.87,1,1,"[('2.87', 'CARDINAL')]"
ADBE Expecting a correction anytime now  ,-1,-1,[]
A year end accounts payable increased 43% from 100million to 143million,-1,1,"[('A year end', 'DATE'), ('43%', 'PERCENT'), ('100million', 'CARDINAL'), ('143million', 'CARDINAL')]"
CS started a long here...In the basement..  ,1,1,[]
ZN_F ticking up.. I'd be a seller of SDJPY here (*if I weren't already)...,-1,1,"[('ZN_F', 'PERSON'), ('SDJPY', 'ORDINAL')]"
OVTI down 8% in AH,-1,-1,"[('OVTI', 'ORG'), ('8%', 'PERCENT'), ('AH', 'GPE')]"
"Green Weekly Triangle on DN,....pdating  ",-1,-1,"[('Green Weekly Triangle', 'ORG')]"
CM Continuation (likely)   ,1,-1,[]
"SWY - clean up isle 6, 7, & 8, we have short sellers bleeding out everywhere",1,1,"[('SWY', 'ORG'), ('6, 7, & 8', 'DATE')]"
"The stock market is gyrating wildly, but despite spending millions of dollars regulators canâ€™t always get accurateâ€¦ https://t.co/uF95YpKp1N",-1,-1,"[('millions of dollars', 'MONEY')]"
ANAD on 2.14 aunch Pad.,1,1,"[('ANAD', 'ORG'), ('2.14', 'CARDINAL')]"
Market research firms IDC and Gartner both reported a large and surprising drop in first-quarter PC sales on Monday https://t.co/3G9gnZn3IW,-1,1,"[('Gartner', 'ORG'), ('first-quarter', 'DATE'), ('Monday', 'DATE')]"
user: AAP typical pump dump today will talk about later tonight via video,-1,-1,"[('today', 'DATE'), ('later tonight', 'TIME')]"
OWE STOP IN FDX to 96.50.,-1,-1,"[('FDX', 'ORG'), ('96.50', 'CARDINAL')]"
"BVSN on the fence, if it goes under, it will be a nice short. with a 1 dollar roll possibility. Target 9.30.",-1,-1,"[('BVSN', 'PERSON'), ('1 dollar', 'MONEY'), ('Target', 'ORG'), ('9.30', 'CARDINAL')]"
GMX -10% ouch,-1,-1,"[('GMX', 'ORG'), ('-10%', 'PERCENT')]"
Scaling some AMZN puts 02/15 puts bot at 1.2 at 2.50,-1,-1,"[('AMZN', 'ORG'), ('02/15', 'CARDINAL'), ('1.2', 'CARDINAL'), ('2.50', 'CARDINAL')]"
"Market Fall Significantly Lower Than Global Peers, Says Regulator Sebi
https://t.co/MIiLONrbbV",-1,-1,
VFC - we are short this one again - bulls need to hold the support it is in now or the break could be significant,-1,-1,"[('VFC', 'ORG'), ('one', 'CARDINAL')]"
"AEE crosses below 34, and I am shorting it.",-1,1,"[('AEE', 'PERSON'), ('34', 'CARDINAL')]"
JOE holding that 21-21.50 area for now but longer-term trend endangered  ,1,1,"[('21', 'CARDINAL')]"
AAP Bullish technical divergence: momentum indicators are above their late- January lows while AAP hit a 14-month low of  419  this week,1,1,"[('AAP', 'ORG'), ('January', 'DATE'), ('AAP', 'ORG'), ('14-month', 'DATE'), ('419', 'CARDINAL'), ('this week', 'DATE')]"
The gap fill at 53.47 for DDD is certain. This is where ride the profits thesis gets tested.,-1,1,"[('53.47', 'CARDINAL'), ('DDD', 'ORG')]"
Operator of traffic cameras is in trouble as fewer people get tickets https://t.co/cWrhr5sy4z,-1,1,[]
"BWD, stepping in short. I do not see the necessary volume to take this past 86.5. Set tight stops  ",-1,-1,"[('BWD', 'ORG'), ('this past', 'DATE'), ('86.5', 'CARDINAL')]"
IMM from watch list gapped a bit over line to 20-day MA with good volume of 15% ave full day   ,1,1,"[('20-day', 'DATE'), ('15%', 'PERCENT'), ('full day', 'DATE')]"
BAC Out 11.78 waiting for a pullback.. if we have one today.. ;-),1,1,"[('BAC Out', 'PRODUCT'), ('11.78', 'CARDINAL'), ('one', 'CARDINAL'), ('today', 'DATE')]"
RT @AmrithRamkumar: Just a staggering increase in oil inventories recently. @sarahtoy17 explains why the trend could push some prices belowâ€¦,-1,1,"[('@sarahtoy17', 'ORG')]"
"Lazard and Evercore will help Boeing analyze government aid and potential funding from the private market, people fâ€¦ https://t.co/V3qPRWUfgJ",1,1,"[('Lazard', 'ORG'), ('Evercore', 'ORG'), ('Boeing', 'ORG')]"
"PX - ong  11.40 - Trailing Stop  19.13 from 9 prior Stops of 17.31, 16.69, 14.17, 13.14, ... 10.40 and 9.40 -  ",1,1,"[('PX - ong', 'ORG'), ('11.40 - Trailing Stop', 'PERSON'), ('19.13', 'CARDINAL'), ('9', 'CARDINAL'), ('17.31', 'CARDINAL'), ('16.69', 'CARDINAL'), ('14.17', 'CARDINAL'), ('13.14', 'CARDINAL'), ('10.40', 'CARDINAL'), ('9.40', 'CARDINAL')]"
"O delivered 4Q 2012 adjusted earnings of 0.79 per share, which exceeded 4Q 2011 earnings by 8.2%. ong if beats 41.52. Stop loss 41.11",1,1,"[('4Q 2012', 'DATE'), ('0.79', 'CARDINAL'), ('4Q 2011', 'DATE'), ('8.2%', 'PERCENT'), ('ong', 'ORG'), ('41.52', 'CARDINAL'), ('41.11', 'CARDINAL')]"
well done to those short aapl friday.....gutsy. got the news you needed.,1,-1,"[('friday', 'DATE')]"
BBG Short 14.86 or wait for 14.79 break 02/04 low  ,-1,-1,"[('BBG', 'ORG'), ('14.86', 'CARDINAL'), ('14.79', 'CARDINAL'), ('02/04', 'CARDINAL')]"
BAC Bank Of America Will ikely Double Again Within 3 Years  These stocks are in my IA.,1,1,"[('BAC Bank Of America', 'ORG'), ('3 Years', 'DATE'), ('IA', 'GPE')]"
The federal government is sending out money. Here are all the details  https://t.co/ikrtCmd3FX https://t.co/ikrtCmd3FX,1,1,[]
CAT looks like it created a little bottom here. Can really pick it up this week since its OPEX. Def watching this one.,1,1,"[('CAT', 'ORG'), ('this week', 'DATE'), ('OPEX', 'ORG')]"
SHD ... why won't you die already? ampert doesn't know 2 sh*ts about running a retail. He bought Sears for the property... ,-1,-1,"[('SHD', 'PRODUCT'), ('ampert', 'PERSON'), ('2', 'CARDINAL'), ('Sears', 'ORG')]"
"Buy signal at 70 in ate November 2012 was right on the money, bounced perfectly off the trend line MEI",1,-1,"[('70 in ate', 'TIME'), ('November 2012', 'DATE'), ('MEI', 'PRODUCT')]"
"Oil prices fell Monday, paring some of their recent rebound after a virtual summit for producers to discuss supplyâ€¦ https://t.co/2RHm8CWP5G",-1,1,"[('Monday', 'DATE'), ('https://t.co/2RHm8CWP5G', 'PERSON')]"
CSN My target remains at 9 before the data! More news...   ,1,-1,"[('CSN', 'ORG'), ('9', 'DATE')]"
CEE goes back above 44.00 all over that short again - I think I can make 10 points in a week on this one,-1,-1,"[('CEE', 'ORG'), ('44.00', 'CARDINAL'), ('10', 'CARDINAL'), ('a week', 'DATE'), ('one', 'CARDINAL')]"
Oil prices are down about 65% this year.  https://t.co/uB1V7H67xQ,-1,-1,"[('about 65%', 'PERCENT'), ('this year', 'DATE')]"
CNDO - we are in at 5.78.  ooking for 7% on this one.,1,1,"[('5.78', 'DATE'), ('7%', 'PERCENT')]"
DVAX witnessed a record number of call and put contracts during the busy trading session.,1,-1,"[('DVAX', 'PERSON')]"
user: F Foot ocker increases quarterly dividend 11% to 0.20 per share. ong if beats 34.86. Stop loss 34.64,1,1,"[('F Foot', 'FAC'), ('quarterly', 'DATE'), ('11%', 'PERCENT'), ('0.20', 'CARDINAL'), ('ong', 'ORG'), ('34.86', 'CARDINAL'), ('34.64', 'CARDINAL')]"
"With a single tweet Thursday, President Trump accomplished what decades of wars, coups, terrorist attacks and OPECâ€¦ https://t.co/NySXLTP4uU",-1,1,"[('Thursday', 'DATE'), ('Trump', 'PERSON'), ('decades', 'DATE')]"
user: Is GOOG ripe for shorting yet?  looking for that 10%-15% drop? it happens in a second with the goog (low Vol),1,1,"[('10%-15%', 'PERCENT'), ('second', 'ORDINAL')]"
NGT #ECB and #BOE and #FED JPM HSBC shortfest GC_F GD SV tomorrow morning Test weekly OWS.,-1,-1,"[('NGT #ECB', 'ORG'), ('#BOE', 'PERSON'), ('#FED JPM HSBC', 'ORG'), ('GD', 'GPE'), ('tomorrow', 'DATE'), ('morning', 'TIME'), ('weekly', 'DATE')]"
COMPQ SPX IND AIG KFT AEP  Futures traded in red with an eye on the G-20   ,-1,-1,"[('COMPQ SPX IND AIG', 'ORG'), ('AEP  Futures', 'ORG'), ('G-20', 'GPE')]"
"OCN closing off its highs recently, but volume remains on upside, no damage done yet  ",1,1,[]
Surprise! GOOG chairman Eric Schmidt uses.. a BBY  ,1,1,"[('GOOG', 'ORG'), ('Eric Schmidt', 'PERSON'), ('BBY', 'ORG')]"
EXAS Pretty set up   ,1,1,"[('EXAS', 'ORG')]"
Don't shoot the mailman Point & Figure target AAP NDX QQQ Sorry #APPE Heads  ,-1,-1,"[('Point & Figure', 'ORG'), ('NDX', 'ORG')]"
Super shot - user: Please help me get this viral. I mean what a putt under pressure  GOOG,1,-1,"[('GOOG', 'ORG')]"
DV time to move South. More picks at   ,-1,1,"[('South', 'LOC')]"
"  SPY,IYT, FDX, PS A closer examination of transports and market best to have seen 2 prev vid  ",-1,-1,"[('IYT', 'ORG'), ('FDX', 'ORG'), ('PS A', 'ORG'), ('2', 'CARDINAL'), ('vid', 'ORG')]"
"Government Begins Fiscal Year Under Severe Strain Amid Biggest Lockdown
https://t.co/jskjXFmAQQ",-1,-1,"[('Fiscal Year', 'DATE')]"
"GPN needs interests rates to rise before having any hope of making money. Earning the float is their business model, folks.",-1,-1,"[('GPN', 'PERSON')]"
user Krisanti that is why I had mentioned that AAP sent a reminder to NOK,-1,-1,"[('AAP', 'ORG')]"
JPM back over 50 roll,1,1,"[('JPM', 'ORG'), ('50', 'CARDINAL')]"
"Green Weekly Triangle on GPN,...pdating  ",-1,-1,"[('Green Weekly Triangle', 'ORG')]"
AAP don't touch it unless we get a close above 465 with volume (Earnings gap).,-1,1,"[('AAP', 'ORG'), ('465', 'CARDINAL')]"
"BAC rolling over, could see 11.02 again. Bulls have to wait for a better setup here",-1,1,"[('11.02', 'CARDINAL')]"
EV buying on this pullback of this strong stock; entry 39.74 stop 38.02,1,1,"[('EV', 'ORG'), ('39.74', 'CARDINAL'), ('38.02', 'CARDINAL')]"
Added to PPHM,1,-1,[]
XEC out 1/4 of short +1,-1,1,"[('XEC', 'ORG'), ('1/4', 'CARDINAL')]"
"Green Daily Triangle on TC,.....Open ong at 3.37",1,1,"[('Green Daily Triangle', 'ORG'), ('3.37', 'CARDINAL')]"
"Green Weekly Triangle on GPN,...pdating  ",-1,-1,"[('Green Weekly Triangle', 'ORG')]"
ANAD Over 2.54 or 2.70 - we like these two level set ups   ,1,1,"[('2.70', 'CARDINAL'), ('two', 'CARDINAL')]"
AAP trying to bounce here,1,1,"[('AAP', 'ORG')]"
ovti ttm ending Oct 2012 Negative 151 million operational cash flow.. 273% decline vs yoy ttm ending oct 2011,-1,-1,"[('ovti ttm', 'PERSON'), ('Oct 2012', 'DATE'), ('273%', 'PERCENT'), ('ttm', 'ORG'), ('oct 2011', 'DATE')]"
COH Monthly h+s getting closer to snapping neckline  ,-1,-1,[]
NKD what a hot piece of bullflag!  ,1,1,"[('NKD', 'ORG'), ('bullflag', 'ORG')]"
"NAN like the daily and intraday setup, will try over 18.80",1,1,"[('NAN', 'ORG'), ('18.80', 'CARDINAL')]"
"Bonds havenâ€™t been much of a haven lately, so what now? Hereâ€™s what some advisers say bond investors should be doinâ€¦ https://t.co/bePOby82D2",-1,1,[]
NEW POST: Positive Earnings and Cost Containment Continue to Propel MS  ,1,1,"[('Propel MS', 'ORG')]"
"EPS still think there is a better than 50% chance it tags 8, but moving stop on rest to 7.35",1,1,"[('EPS', 'ORG'), ('better than 50%', 'PERCENT'), ('8', 'CARDINAL'), ('7.35', 'CARDINAL')]"
I am an aapl bull but cannot break this trend line in OBV   ,-1,1,"[('OBV', 'EVENT')]"
BAC right back to 12 I'm eady!,1,-1,"[('12', 'CARDINAL')]"
Moody's cuts India's economic growth forecast to 2.5% in 2020 from 5.3%: Press Trust of India,-1,1,"[(""Moody's"", 'ORG'), ('India', 'GPE'), ('2.5%', 'PERCENT'), ('2020', 'DATE'), ('5.3%', 'PERCENT'), ('Press Trust of India', 'ORG')]"
"...offhand, that includes in growth: EN Y SPF MHO ITB AD TTM HTZ DOM WK EMN PO SCA WO FET BCEI FXI HDB EVE ...",1,1,"[('EN', 'ORG'), ('Y SPF MHO ITB AD', 'PRODUCT'), ('DOM WK EMN PO SCA WO', 'PERSON')]"
"SE SHOT CECO, SM, ACI, DMND, NS, GCY, BBG, EF, TM, EOC, XCO, VCCF, PQ, AXAS, PST, P, KCG, MNTA, NAV, PAC",-1,-1,"[('SE SHOT CECO', 'ORG'), ('SM', 'ORG'), ('ACI', 'ORG'), ('DMND', 'GPE'), ('NS', 'ORG'), ('GCY', 'ORG'), ('BBG', 'ORG'), ('EF', 'ORG'), ('TM', 'ORG'), ('EOC', 'ORG'), ('XCO', 'ORG'), ('VCCF', 'ORG'), ('PQ', 'PERSON'), ('AXAS', 'ORG'), ('P', 'ORG'), ('KCG', 'ORG'), ('MNTA', 'ORG'), ('NAV', 'ORG'), ('PAC', 'ORG')]"
"mentioned it was poised yesterday.  congrats big BE  - IBM p 5%, Near All-Time High  via user IBM",1,1,"[('yesterday', 'DATE'), ('IBM', 'ORG'), ('5%', 'PERCENT'), ('IBM', 'ORG')]"
AAP - there is no heavy volume to take this higher. Most likely it will continue to break support  ,-1,-1,[]
AM from watch list gapped open has volume of 4% average full day   ,1,1,"[('4%', 'PERCENT')]"
AAP Dow Theory = Volume must confirmed the trend (When the volume doesn't support the trend)  ,-1,-1,[]
HTZ reasonably tight consolidation so far of last weeks advance  ,1,1,"[('HTZ', 'PERSON'), ('last weeks', 'DATE')]"
GMC watching 30 O flag   ,1,1,"[('GMC', 'ORG'), ('30', 'CARDINAL')]"
"Flipping out the AAP trade for 6 points ....never got the meaty trade off.  still obviusly long, chipping away",1,1,"[('AAP', 'ORG'), ('6', 'CARDINAL')]"
BAC IMO 12.50 is a question of day from Now !,1,1,"[('BAC', 'ORG'), ('12.50', 'CARDINAL')]"
"AAP daily fade in motion again, people that want to be out are still at work...",-1,-1,"[('AAP', 'ORG'), ('daily', 'DATE')]"
Won't believe AAP uptrend is back until it crosses above MA(50),-1,-1,"[('AAP', 'ORG')]"
Movie theater demand should eventually recoverâ€”if the chains can survive https://t.co/kZhV0EkOtp,1,1,[]
"Jon Stewart sums up everything dangerous, dumb, & hysterical about the Post Office  circa 2011 cc user FDX",1,1,"[('Jon Stewart', 'PERSON'), ('Post Office', 'ORG'), ('2011', 'DATE'), ('FDX', 'ORG')]"
"If I can get a nice 1-2 day move down in SWY, I am gonna go pig wild on it. Traded in and out 3 times already, but big  still waiting..",1,1,"[('SWY', 'ORG'), ('3', 'CARDINAL')]"
AEG Over 28.23  ,1,1,"[('AEG', 'ORG'), ('28.23', 'CARDINAL')]"
